Date,^DJI
11/1/17,24272.35
2/1/18,25029.2
5/1/18,24415.84
8/1/18,25964.82
11/1/18,25538.46
2/1/19,25916
5/1/19,24815.04
8/1/19,26403.28
11/1/19,28051.41
2/1/20,25409.36
5/1/20,25383.11
8/1/20,28430.05
11/1/20,29638.64
